站点,日期,时间,纬度,经度,风向,风速,浪高,周期,修正风向,修正风速,修正浪高,修正周期,1小时前修正风向,1小时前修正风速,1小时前修正浪高,1小时前修正周期,2小时前修正风向,2小时前修正风速,2小时前修正浪高,2小时前修正周期
NJI,11,11,27.5N,121.1E,20,10.7,1.8,5.9,20,10.7,1.8,5.9,39,11,1.7,5.3,46,10.7,1.7,5.3
NJI,11,12,27.5N,121.1E,37,12.6,1.5,5.9,37,12.6,1.5,5.9,20,10.7,1.8,5.9,39,11,1.7,5.3
NJI,11,13,27.5N,121.1E,52,16.6,1.8,6.1,52,16.6,1.8,6.1,37,12.6,1.5,5.9,20,10.7,1.8,5.9
NJI,11,14,27.5N,121.1E,51,14.5,1.9,6.3,51,14.5,1.9,6.3,52,16.6,1.8,6.1,37,12.6,1.5,5.9
NJI,11,15,27.5N,121.1E,53,15.5,2,6.4,53,15.5,2,6.4,51,14.5,1.9,6.3,52,16.6,1.8,6.1
NJI,11,16,27.5N,121.1E,52,13.3,2.1,6.5,52,13.3,2.1,6.5,53,15.5,2,6.4,51,14.5,1.9,6.3
NJI,11,17,27.5N,121.1E,42,9.5,2,6,42,9.5,2,6,52,13.3,2.1,6.5,53,15.5,2,6.4
NJI,11,18,27.5N,121.1E,34,11.5,1.9,5.8,34,11.5,1.9,5.8,42,9.5,2,6,52,13.3,2.1,6.5
NJI,11,19,27.5N,121.1E,52,15.9,1.8,5.3,52,15.9,1.8,5.3,34,11.5,1.9,5.8,42,9.5,2,6
NJI,11,20,27.5N,121.1E,54,14.4,1.6,5.3,54,14.4,1.6,5.3,52,15.9,1.8,5.3,34,11.5,1.9,5.8
NJI,11,21,27.5N,121.1E,50,14.8,1.8,5.3,50,14.8,1.8,5.3,54,14.4,1.6,5.3,52,15.9,1.8,5.3
NJI,11,22,27.5N,121.1E,49,13.4,1.6,5.3,49,13.4,1.6,5.3,50,14.8,1.8,5.3,54,14.4,1.6,5.3
NJI,11,23,27.5N,121.1E,40,11.4,1.7,5.6,40,11.4,1.7,5.6,49,13.4,1.6,5.3,50,14.8,1.8,5.3
NJI,12,0,27.5N,121.1E,43,11.9,1.4,5.7,43,11.9,1.4,5.7,40,11.4,1.7,5.6,49,13.4,1.6,5.3
NJI,12,1,27.5N,121.1E,39,10,1.5,6.2,39,10,1.5,6.2,43,11.9,1.4,5.7,40,11.4,1.7,5.6
NJI,12,2,27.5N,121.1E,53,10.5,1.6,6.1,53,10.5,1.6,6.1,39,10,1.5,6.2,43,11.9,1.4,5.7
NJI,12,3,27.5N,121.1E,39,9.8,1.4,6.5,39,9.8,1.4,6.5,53,10.5,1.6,6.1,39,10,1.5,6.2
NJI,12,4,27.5N,121.1E,30,8.4,1.2,6.1,30,8.4,1.2,6.1,39,9.8,1.4,6.5,53,10.5,1.6,6.1
NJI,12,5,27.5N,121.1E,21,8.8,1.4,6,21,8.8,1.4,6,30,8.4,1.2,6.1,39,9.8,1.4,6.5
NJI,12,6,27.5N,121.1E,19,9.1,1.7,5.7,19,9.1,1.7,5.7,21,8.8,1.4,6,30,8.4,1.2,6.1
NJI,12,7,27.5N,121.1E,24,8.5,1.4,5.1,24,8.5,1.4,5.1,19,9.1,1.7,5.7,21,8.8,1.4,6
NJI,12,8,27.5N,121.1E,29,8.6,1.4,5,29,8.6,1.4,5,24,8.5,1.4,5.1,19,9.1,1.7,5.7
NJI,12,9,27.5N,121.1E,34,7.5,1.5,5.1,34,7.5,1.5,5.1,29,8.6,1.4,5,24,8.5,1.4,5.1
NJI,12,10,27.5N,121.1E,30,8,1.4,5,30,8,1.4,5,34,7.5,1.5,5.1,29,8.6,1.4,5
NJI,12,11,27.5N,121.1E,29,8.3,1.2,5,29,8.3,1.2,5,30,8,1.4,5,34,7.5,1.5,5.1
NJI,12,12,27.5N,121.1E,20,9.8,1.3,5.1,20,9.8,1.3,5.1,29,8.3,1.2,5,30,8,1.4,5
NJI,12,13,27.5N,121.1E,42,9.2,1.2,5.1,42,9.2,1.2,5.1,20,9.8,1.3,5.1,29,8.3,1.2,5
NJI,12,14,27.5N,121.1E,25,7.7,1.2,5.6,25,7.7,1.2,5.6,42,9.2,1.2,5.1,20,9.8,1.3,5.1
NJI,12,15,27.5N,121.1E,57,11.3,1.5,6,57,11.3,1.5,6,25,7.7,1.2,5.6,42,9.2,1.2,5.1
NJI,12,16,27.5N,121.1E,35,8.3,1.1,5.8,35,8.3,1.1,5.8,57,11.3,1.5,6,25,7.7,1.2,5.6
NJI,12,17,27.5N,121.1E,39,7.9,0.9,5.5,39,7.9,0.9,5.5,35,8.3,1.1,5.8,57,11.3,1.5,6
NJI,12,18,27.5N,121.1E,38,7.1,1,5.3,38,7.1,1,5.3,39,7.9,0.9,5.5,35,8.3,1.1,5.8
NJI,12,19,27.5N,121.1E,36,7,1,5,36,7,1,5,38,7.1,1,5.3,39,7.9,0.9,5.5
NJI,12,20,27.5N,121.1E,28,7.9,1,4.7,28,7.9,1,4.7,36,7,1,5,38,7.1,1,5.3
NJI,12,21,27.5N,121.1E,39,7,0.9,4.9,39,7,0.9,4.9,28,7.9,1,4.7,36,7,1,5
NJI,12,22,27.5N,121.1E,54,7.4,0.9,4.3,54,7.4,0.9,4.3,39,7,0.9,4.9,28,7.9,1,4.7
NJI,12,23,27.5N,121.1E,52,8.8,0.8,4.7,52,8.8,0.8,4.7,54,7.4,0.9,4.3,39,7,0.9,4.9
NJI,13,0,27.5N,121.1E,55,9.8,0.7,5.5,55,9.8,0.7,5.5,52,8.8,0.8,4.7,54,7.4,0.9,4.3
NJI,13,1,27.5N,121.1E,56,9,0.7,5.6,56,9,0.7,5.6,55,9.8,0.7,5.5,52,8.8,0.8,4.7
NJI,13,2,27.5N,121.1E,51,7,0.6,6.2,51,7,0.6,6.2,56,9,0.7,5.6,55,9.8,0.7,5.5
NJI,13,3,27.5N,121.1E,53,7.5,0.8,5.9,53,7.5,0.8,5.9,51,7,0.6,6.2,56,9,0.7,5.6
NJI,13,4,27.5N,121.1E,54,7,0.7,5.9,54,7,0.7,5.9,53,7.5,0.8,5.9,51,7,0.6,6.2
NJI,13,5,27.5N,121.1E,50,6.7,0.7,5.5,50,6.7,0.7,5.5,54,7,0.7,5.9,53,7.5,0.8,5.9
NJI,13,6,27.5N,121.1E,55,7,0.8,5.6,55,7,0.8,5.6,50,6.7,0.7,5.5,54,7,0.7,5.9
NJI,13,7,27.5N,121.1E,55,7.5,0.8,5.2,55,7.5,0.8,5.2,55,7,0.8,5.6,50,6.7,0.7,5.5
NJI,13,8,27.5N,121.1E,44,5.9,0.8,6.1,44,5.9,0.8,6.1,55,7.5,0.8,5.2,55,7,0.8,5.6
NJI,13,9,27.5N,121.1E,40,5.4,0.8,5.8,40,5.4,0.8,5.8,44,5.9,0.8,6.1,55,7.5,0.8,5.2
NJI,13,10,27.5N,121.1E,36,5.5,0.8,5.2,36,5.5,0.8,5.2,40,5.4,0.8,5.8,44,5.9,0.8,6.1
NJI,13,11,27.5N,121.1E,47,5.8,0.7,6.2,47,5.8,0.7,6.2,36,5.5,0.8,5.2,40,5.4,0.8,5.8
NJI,13,12,27.5N,121.1E,52,7.4,0.9,8.6,52,7.4,0.9,8.6,47,5.8,0.7,6.2,36,5.5,0.8,5.2
NJI,13,13,27.5N,121.1E,45,6.5,0.8,8.5,45,6.5,0.8,8.5,52,7.4,0.9,8.6,47,5.8,0.7,6.2
NJI,13,14,27.5N,121.1E,38,6.6,0.9,11.1,38,6.6,0.9,11.1,45,6.5,0.8,8.5,52,7.4,0.9,8.6
NJI,13,15,27.5N,121.1E,41,5.7,0.7,9.7,41,5.7,0.7,9.7,38,6.6,0.9,11.1,45,6.5,0.8,8.5
NJI,13,16,27.5N,121.1E,47,6.5,0.9,10.6,47,6.5,0.9,10.6,41,5.7,0.7,9.7,38,6.6,0.9,11.1
NJI,13,17,27.5N,121.1E,44,5.4,0.9,10.7,44,5.4,0.9,10.7,47,6.5,0.9,10.6,41,5.7,0.7,9.7
NJI,13,18,27.5N,121.1E,54,5.8,0.9,9.6,54,5.8,0.9,9.6,44,5.4,0.9,10.7,47,6.5,0.9,10.6
NJI,13,19,27.5N,121.1E,61,4,1,11.3,61,4,1,11.3,54,5.8,0.9,9.6,44,5.4,0.9,10.7
NJI,13,20,27.5N,121.1E,69,3.7,1.1,10.7,69,3.7,1.1,10.7,61,4,1,11.3,54,5.8,0.9,9.6
NJI,13,21,27.5N,121.1E,86,3.4,1.1,10.3,86,3.4,1.1,10.3,69,3.7,1.1,10.7,61,4,1,11.3
NJI,13,22,27.5N,121.1E,103,4.6,1.2,11.9,103,4.6,1.2,11.9,86,3.4,1.1,10.3,69,3.7,1.1,10.7
NJI,13,23,27.5N,121.1E,106,5.3,1.1,10.7,106,5.3,1.1,10.7,103,4.6,1.2,11.9,86,3.4,1.1,10.3
NJI,14,0,27.5N,121.1E,80,3.7,1.2,12.5,80,3.7,1.2,12.5,106,5.3,1.1,10.7,103,4.6,1.2,11.9
NJI,14,1,27.5N,121.1E,39,4.4,1.3,12.6,39,4.4,1.3,12.6,80,3.7,1.2,12.5,106,5.3,1.1,10.7
NJI,14,2,27.5N,121.1E,43,4.5,1.4,13.4,43,4.5,1.4,13.4,39,4.4,1.3,12.6,80,3.7,1.2,12.5
NJI,14,3,27.5N,121.1E,37,4,1.1,13.6,37,4,1.1,13.6,43,4.5,1.4,13.4,39,4.4,1.3,12.6
NJI,14,4,27.5N,121.1E,50,5.3,1.2,13.4,50,5.3,1.2,13.4,37,4,1.1,13.6,43,4.5,1.4,13.4
NJI,14,5,27.5N,121.1E,51,4.9,1.1,12.5,51,4.9,1.1,12.5,50,5.3,1.2,13.4,37,4,1.1,13.6
NJI,14,6,27.5N,121.1E,55,5.8,1.2,12.8,55,5.8,1.2,12.8,51,4.9,1.1,12.5,50,5.3,1.2,13.4
NJI,14,7,27.5N,121.1E,52,6.2,1.3,11.6,52,6.2,1.3,11.6,55,5.8,1.2,12.8,51,4.9,1.1,12.5
NJI,14,8,27.5N,121.1E,51,6.1,1.4,11.9,51,6.1,1.4,11.9,52,6.2,1.3,11.6,55,5.8,1.2,12.8
NJI,14,9,27.5N,121.1E,40,5.5,1.2,9.8,40,5.5,1.2,9.8,51,6.1,1.4,11.9,52,6.2,1.3,11.6
NJI,14,10,27.5N,121.1E,40,4.3,1.2,9.5,40,4.3,1.2,9.5,40,5.5,1.2,9.8,51,6.1,1.4,11.9
NJI,14,11,27.5N,121.1E,42,5.8,1.2,10.2,42,5.8,1.2,10.2,40,4.3,1.2,9.5,40,5.5,1.2,9.8
NJI,14,12,27.5N,121.1E,48,7.4,1.3,9.8,48,7.4,1.3,9.8,42,5.8,1.2,10.2,40,4.3,1.2,9.5
NJI,14,13,27.5N,121.1E,48,7.8,1.3,10.8,48,7.8,1.3,10.8,48,7.4,1.3,9.8,42,5.8,1.2,10.2
NJI,14,14,27.5N,121.1E,56,9.1,1.4,11.1,56,9.1,1.4,11.1,48,7.8,1.3,10.8,48,7.4,1.3,9.8
NJI,14,15,27.5N,121.1E,46,5.8,1.4,10.9,46,5.8,1.4,10.9,56,9.1,1.4,11.1,48,7.8,1.3,10.8
NJI,14,16,27.5N,121.1E,54,7.2,1.5,11.4,54,7.2,1.5,11.4,46,5.8,1.4,10.9,56,9.1,1.4,11.1
NJI,14,17,27.5N,121.1E,59,8.3,1.5,12.3,59,8.3,1.5,12.3,54,7.2,1.5,11.4,46,5.8,1.4,10.9
NJI,14,18,27.5N,121.1E,71,7.3,1.5,11,71,7.3,1.5,11,59,8.3,1.5,12.3,54,7.2,1.5,11.4
NJI,14,19,27.5N,121.1E,79,5.8,1.5,10.6,79,5.8,1.5,10.6,71,7.3,1.5,11,59,8.3,1.5,12.3
NJI,14,20,27.5N,121.1E,78,5.6,1.5,10.4,78,5.6,1.5,10.4,79,5.8,1.5,10.6,71,7.3,1.5,11
NJI,14,21,27.5N,121.1E,91,4.6,1.6,10.6,91,4.6,1.6,10.6,78,5.6,1.5,10.4,79,5.8,1.5,10.6
NJI,14,22,27.5N,121.1E,99,4.9,1.6,10.6,99,4.9,1.6,10.6,91,4.6,1.6,10.6,78,5.6,1.5,10.4
NJI,14,23,27.5N,121.1E,68,5.5,1.5,9.9,68,5.5,1.5,9.9,99,4.9,1.6,10.6,91,4.6,1.6,10.6
NJI,15,0,27.5N,121.1E,68,5.6,1.6,10.5,68,5.6,1.6,10.5,68,5.5,1.5,9.9,99,4.9,1.6,10.6
NJI,15,1,27.5N,121.1E,53,7.7,1.8,11.7,53,7.7,1.8,11.7,68,5.6,1.6,10.5,68,5.5,1.5,9.9
NJI,15,2,27.5N,121.1E,54,6.2,1.8,11.4,54,6.2,1.8,11.4,53,7.7,1.8,11.7,68,5.6,1.6,10.5
NJI,15,3,27.5N,121.1E,56,8.9,1.7,10.7,56,8.9,1.7,10.7,54,6.2,1.8,11.4,53,7.7,1.8,11.7
NJI,15,4,27.5N,121.1E,43,7.2,1.8,10.1,43,7.2,1.8,10.1,56,8.9,1.7,10.7,54,6.2,1.8,11.4
NJI,15,5,27.5N,121.1E,48,7.9,1.8,10.8,48,7.9,1.8,10.8,43,7.2,1.8,10.1,56,8.9,1.7,10.7
NJI,15,6,27.5N,121.1E,48,8,1.7,10.3,48,8,1.7,10.3,48,7.9,1.8,10.8,43,7.2,1.8,10.1
NJI,15,7,27.5N,121.1E,50,8.2,1.9,10.1,50,8.2,1.9,10.1,48,8,1.7,10.3,48,7.9,1.8,10.8
NJI,15,8,27.5N,121.1E,54,8.8,1.7,9.9,54,8.8,1.7,9.9,50,8.2,1.9,10.1,48,8,1.7,10.3
NJI,15,9,27.5N,121.1E,57,8,1.9,10,57,8,1.9,10,54,8.8,1.7,9.9,50,8.2,1.9,10.1
NJI,15,10,27.5N,121.1E,51,9.1,2.2,10.4,51,9.1,2.2,10.4,57,8,1.9,10,54,8.8,1.7,9.9
NJI,15,11,27.5N,121.1E,47,9.2,1.9,9.8,47,9.2,1.9,9.8,51,9.1,2.2,10.4,57,8,1.9,10
NJI,15,12,27.5N,121.1E,49,9.6,2.4,11.5,49,9.6,2.4,11.5,47,9.2,1.9,9.8,51,9.1,2.2,10.4
NJI,15,13,27.5N,121.1E,51,10.3,2.2,11,51,10.3,2.2,11,49,9.6,2.4,11.5,47,9.2,1.9,9.8
NJI,15,14,27.5N,121.1E,51,9.7,2.4,11.3,51,9.7,2.4,11.3,51,10.3,2.2,11,49,9.6,2.4,11.5
NJI,15,15,27.5N,121.1E,55,12,2.4,11.7,55,12,2.4,11.7,51,9.7,2.4,11.3,51,10.3,2.2,11
NJI,15,16,27.5N,121.1E,52,12.5,2.5,11.6,52,12.5,2.5,11.6,55,12,2.4,11.7,51,9.7,2.4,11.3
NJI,15,17,27.5N,121.1E,53,12.1,2.9,12.8,53,12.1,2.9,12.8,52,12.5,2.5,11.6,55,12,2.4,11.7
NJI,15,18,27.5N,121.1E,53,12.8,2.6,12,53,12.8,2.6,12,53,12.1,2.9,12.8,52,12.5,2.5,11.6
NJI,15,19,27.5N,121.1E,54,13.7,3,12.6,54,13.7,3,12.6,53,12.8,2.6,12,53,12.1,2.9,12.8
NJI,15,20,27.5N,121.1E,59,9.1,2.6,10.5,59,9.1,2.6,10.5,54,13.7,3,12.6,53,12.8,2.6,12
NJI,15,21,27.5N,121.1E,67,9.6,2.4,9.7,67,9.6,2.4,9.7,59,9.1,2.6,10.5,54,13.7,3,12.6
NJI,15,22,27.5N,121.1E,68,9.7,3.1,12.1,68,9.7,3.1,12.1,67,9.6,2.4,9.7,59,9.1,2.6,10.5
NJI,15,23,27.5N,121.1E,68,7.8,3.3,12.3,68,7.8,3.3,12.3,68,9.7,3.1,12.1,67,9.6,2.4,9.7
NJI,16,0,27.5N,121.1E,69,8.8,2.9,11.7,69,8.8,2.9,11.7,68,7.8,3.3,12.3,68,9.7,3.1,12.1
NJI,16,1,27.5N,121.1E,70,8.2,2.8,11.1,70,8.2,2.8,11.1,69,8.8,2.9,11.7,68,7.8,3.3,12.3
NJI,16,2,27.5N,121.1E,72,8.6,2.8,11.4,72,8.6,2.8,11.4,70,8.2,2.8,11.1,69,8.8,2.9,11.7
NJI,16,3,27.5N,121.1E,72,7.4,2.5,10.2,72,7.4,2.5,10.2,72,8.6,2.8,11.4,70,8.2,2.8,11.1
NJI,16,4,27.5N,121.1E,80,5.6,2.4,9.9,80,5.6,2.4,9.9,72,7.4,2.5,10.2,72,8.6,2.8,11.4
NJI,16,5,27.5N,121.1E,85,6.6,2.2,9,85,6.6,2.2,9,80,5.6,2.4,9.9,72,7.4,2.5,10.2
NJI,16,6,27.5N,121.1E,103,7,2.2,9.2,103,7,2.2,9.2,85,6.6,2.2,9,80,5.6,2.4,9.9
NJI,16,7,27.5N,121.1E,112,7.7,2.1,8.6,112,7.7,2.1,8.6,103,7,2.2,9.2,85,6.6,2.2,9
NJI,16,8,27.5N,121.1E,101,6.9,2.1,8.5,101,6.9,2.1,8.5,112,7.7,2.1,8.6,103,7,2.2,9.2
NJI,16,9,27.5N,121.1E,98,7.1,2,7.9,98,7.1,2,7.9,101,6.9,2.1,8.5,112,7.7,2.1,8.6
NJI,16,10,27.5N,121.1E,101,6.9,2.1,9.2,101,6.9,2.1,9.2,98,7.1,2,7.9,101,6.9,2.1,8.5
NJI,16,11,27.5N,121.1E,98,7.2,2.3,8.8,98,7.2,2.3,8.8,101,6.9,2.1,9.2,98,7.1,2,7.9
NJI,16,12,27.5N,121.1E,105,6.7,2.4,9.3,105,6.7,2.4,9.3,98,7.2,2.3,8.8,101,6.9,2.1,9.2
NJI,16,13,27.5N,121.1E,114,7.3,2.7,10.3,114,7.3,2.7,10.3,105,6.7,2.4,9.3,98,7.2,2.3,8.8
NJI,16,14,27.5N,121.1E,105,6.4,2.1,9.2,105,6.4,2.1,9.2,114,7.3,2.7,10.3,105,6.7,2.4,9.3
NJI,16,15,27.5N,121.1E,106,6.5,2.6,10.4,106,6.5,2.6,10.4,105,6.4,2.1,9.2,114,7.3,2.7,10.3
NJI,16,16,27.5N,121.1E,117,8,2.6,10.1,117,8,2.6,10.1,106,6.5,2.6,10.4,105,6.4,2.1,9.2
NJI,16,17,27.5N,121.1E,128,9.2,2.4,9.2,128,9.2,2.4,9.2,117,8,2.6,10.1,106,6.5,2.6,10.4
NJI,16,18,27.5N,121.1E,107,7.3,2.2,9.2,107,7.3,2.2,9.2,128,9.2,2.4,9.2,117,8,2.6,10.1
NJI,16,19,27.5N,121.1E,111,8,2.2,8.8,111,8,2.2,8.8,107,7.3,2.2,9.2,128,9.2,2.4,9.2
NJI,16,20,27.5N,121.1E,108,7,2.2,8.9,108,7,2.2,8.9,111,8,2.2,8.8,107,7.3,2.2,9.2
NJI,16,21,27.5N,121.1E,111,8.2,2.1,7.6,111,8.2,2.1,7.6,108,7,2.2,8.9,111,8,2.2,8.8
NJI,16,22,27.5N,121.1E,109,7.9,2.4,7.9,109,7.9,2.4,7.9,111,8.2,2.1,7.6,108,7,2.2,8.9
NJI,16,23,27.5N,121.1E,129,9.6,2.1,8,129,9.6,2.1,8,109,7.9,2.4,7.9,111,8.2,2.1,7.6
NJI,17,0,27.5N,121.1E,128,11.9,1.9,8.1,128,11.9,1.9,8.1,129,9.6,2.1,8,109,7.9,2.4,7.9
NJI,17,1,27.5N,121.1E,138,8.5,2.1,7.7,138,8.5,2.1,7.7,128,11.9,1.9,8.1,129,9.6,2.1,8
NJI,17,2,27.5N,121.1E,133,8.9,1.9,8.4,133,8.9,1.9,8.4,138,8.5,2.1,7.7,128,11.9,1.9,8.1
NJI,17,3,27.5N,121.1E,145,7.6,2,7.6,145,7.6,2,7.6,133,8.9,1.9,8.4,138,8.5,2.1,7.7
NJI,17,4,27.5N,121.1E,148,6.5,1.9,7.8,148,6.5,1.9,7.8,145,7.6,2,7.6,133,8.9,1.9,8.4
NJI,17,5,27.5N,121.1E,158,6.9,1.9,8.2,158,6.9,1.9,8.2,148,6.5,1.9,7.8,145,7.6,2,7.6
NJI,17,6,27.5N,121.1E,146,7.6,1.8,7.6,146,7.6,1.8,7.6,158,6.9,1.9,8.2,148,6.5,1.9,7.8
NJI,17,7,27.5N,121.1E,161,8.1,1.6,8,161,8.1,1.6,8,146,7.6,1.8,7.6,158,6.9,1.9,8.2
NJI,17,8,27.5N,121.1E,159,7.1,1.6,7.8,159,7.1,1.6,7.8,161,8.1,1.6,8,146,7.6,1.8,7.6
NJI,17,9,27.5N,121.1E,144,6.5,1.7,7.6,144,6.5,1.7,7.6,159,7.1,1.6,7.8,161,8.1,1.6,8
NJI,17,10,27.5N,121.1E,159,7.4,1.5,7.5,159,7.4,1.5,7.5,144,6.5,1.7,7.6,159,7.1,1.6,7.8
NJI,17,11,27.5N,121.1E,153,5.5,1.7,7.7,153,5.5,1.7,7.7,159,7.4,1.5,7.5,144,6.5,1.7,7.6
NJI,17,12,27.5N,121.1E,140,6.6,1.5,7.1,140,6.6,1.5,7.1,153,5.5,1.7,7.7,159,7.4,1.5,7.5
NJI,17,13,27.5N,121.1E,135,7.4,1.5,6.9,135,7.4,1.5,6.9,140,6.6,1.5,7.1,153,5.5,1.7,7.7
NJI,17,14,27.5N,121.1E,113,5.3,1.5,7.5,113,5.3,1.5,7.5,135,7.4,1.5,6.9,140,6.6,1.5,7.1
NJI,17,15,27.5N,121.1E,142,5.4,1.5,7.2,142,5.4,1.5,7.2,113,5.3,1.5,7.5,135,7.4,1.5,6.9
NJI,17,16,27.5N,121.1E,165,4.2,1.4,7,165,4.2,1.4,7,142,5.4,1.5,7.2,113,5.3,1.5,7.5
NJI,17,17,27.5N,121.1E,184,5.5,1.4,7.6,184,5.5,1.4,7.6,165,4.2,1.4,7,142,5.4,1.5,7.2
NJI,17,18,27.5N,121.1E,156,3.1,1.4,7.2,156,3.1,1.4,7.2,184,5.5,1.4,7.6,165,4.2,1.4,7
NJI,17,19,27.5N,121.1E,129,5.3,1.3,7.2,129,5.3,1.3,7.2,156,3.1,1.4,7.2,184,5.5,1.4,7.6
NJI,17,20,27.5N,121.1E,122,6.2,1.3,6.5,122,6.2,1.3,6.5,129,5.3,1.3,7.2,156,3.1,1.4,7.2
NJI,17,21,27.5N,121.1E,118,7.7,1.3,7.1,118,7.7,1.3,7.1,122,6.2,1.3,6.5,129,5.3,1.3,7.2
NJI,17,22,27.5N,121.1E,119,9.2,1.2,6.9,119,9.2,1.2,6.9,118,7.7,1.3,7.1,122,6.2,1.3,6.5
NJI,17,23,27.5N,121.1E,103,7.1,1.3,7.2,103,7.1,1.3,7.2,119,9.2,1.2,6.9,118,7.7,1.3,7.1
NJI,18,0,27.5N,121.1E,114,6.2,1.2,7,114,6.2,1.2,7,103,7.1,1.3,7.2,119,9.2,1.2,6.9
NJI,18,1,27.5N,121.1E,138,6.3,1.1,6.6,138,6.3,1.1,6.6,114,6.2,1.2,7,103,7.1,1.3,7.2
NJI,18,2,27.5N,121.1E,187,3.9,1.1,6.9,187,3.9,1.1,6.9,138,6.3,1.1,6.6,114,6.2,1.2,7
NJI,18,3,27.5N,121.1E,219,2.8,1.1,7.1,219,2.8,1.1,7.1,187,3.9,1.1,6.9,138,6.3,1.1,6.6
NJI,18,4,27.5N,121.1E,193,2.2,1,7,193,2.2,1,7,219,2.8,1.1,7.1,187,3.9,1.1,6.9
NJI,18,5,27.5N,121.1E,4,3.1,1.1,7.3,4,3.1,1.1,7.3,193,2.2,1,7,219,2.8,1.1,7.1
NJI,18,6,27.5N,121.1E,24,1.4,1,6.6,24,1.4,1,6.6,4,3.1,1.1,7.3,193,2.2,1,7
NJI,18,7,27.5N,121.1E,38,2.5,1,6.3,38,2.5,1,6.3,24,1.4,1,6.6,4,3.1,1.1,7.3
NJI,18,8,27.5N,121.1E,44,2.9,0.9,6.5,44,2.9,0.9,6.5,38,2.5,1,6.3,24,1.4,1,6.6
NJI,18,9,27.5N,121.1E,62,3.4,0.8,6.3,62,3.4,0.8,6.3,44,2.9,0.9,6.5,38,2.5,1,6.3
NJI,18,10,27.5N,121.1E,58,4.1,0.8,6.1,58,4.1,0.8,6.1,62,3.4,0.8,6.3,44,2.9,0.9,6.5
NJI,18,11,27.5N,121.1E,94,2.3,0.7,5.9,94,2.3,0.7,5.9,58,4.1,0.8,6.1,62,3.4,0.8,6.3
NJI,18,12,27.5N,121.1E,72,3,0.8,6.2,72,3,0.8,6.2,94,2.3,0.7,5.9,58,4.1,0.8,6.1
NJI,18,13,27.5N,121.1E,54,3.5,0.8,6.3,54,3.5,0.8,6.3,72,3,0.8,6.2,94,2.3,0.7,5.9
NJI,18,14,27.5N,121.1E,63,3.6,0.8,6.3,63,3.6,0.8,6.3,54,3.5,0.8,6.3,72,3,0.8,6.2
NJI,18,15,27.5N,121.1E,69,2.5,0.7,6.2,69,2.5,0.7,6.2,63,3.6,0.8,6.3,54,3.5,0.8,6.3
NJI,18,16,27.5N,121.1E,48,3.3,0.8,6.5,48,3.3,0.8,6.5,69,2.5,0.7,6.2,63,3.6,0.8,6.3
NJI,18,17,27.5N,121.1E,55,4,0.7,6.2,55,4,0.7,6.2,48,3.3,0.8,6.5,69,2.5,0.7,6.2
NJI,18,18,27.5N,121.1E,64,2.7,0.7,6.8,64,2.7,0.7,6.8,55,4,0.7,6.2,48,3.3,0.8,6.5
NJI,18,19,27.5N,121.1E,127,2.7,0.7,6.3,127,2.7,0.7,6.3,64,2.7,0.7,6.8,55,4,0.7,6.2
NJI,18,20,27.5N,121.1E,148,3,0.6,6.9,148,3,0.6,6.9,127,2.7,0.7,6.3,64,2.7,0.7,6.8
NJI,18,21,27.5N,121.1E,167,4.6,0.6,6.6,167,4.6,0.6,6.6,148,3,0.6,6.9,127,2.7,0.7,6.3
NJI,18,22,27.5N,121.1E,166,3.6,0.6,6.9,166,3.6,0.6,6.9,167,4.6,0.6,6.6,148,3,0.6,6.9
NJI,18,23,27.5N,121.1E,166,3.9,0.6,6.1,166,3.9,0.6,6.1,166,3.6,0.6,6.9,167,4.6,0.6,6.6
NJI,19,0,27.5N,121.1E,182,3.9,0.6,6.6,182,3.9,0.6,6.6,166,3.9,0.6,6.1,166,3.6,0.6,6.9
NJI,19,1,27.5N,121.1E,198,3,0.6,6.6,198,3,0.6,6.6,182,3.9,0.6,6.6,166,3.9,0.6,6.1
NJI,19,2,27.5N,121.1E,208,2.8,0.6,6.5,208,2.8,0.6,6.5,198,3,0.6,6.6,182,3.9,0.6,6.6
NJI,19,3,27.5N,121.1E,220,2.6,0.6,6.4,220,2.6,0.6,6.4,208,2.8,0.6,6.5,198,3,0.6,6.6
NJI,19,4,27.5N,121.1E,224,2.9,0.5,6.2,224,2.9,0.5,6.2,220,2.6,0.6,6.4,208,2.8,0.6,6.5
NJI,19,5,27.5N,121.1E,232,2.5,0.5,6.2,232,2.5,0.5,6.2,224,2.9,0.5,6.2,220,2.6,0.6,6.4
NJI,19,6,27.5N,121.1E,253,3,0.5,6.9,253,3,0.5,6.9,232,2.5,0.5,6.2,224,2.9,0.5,6.2
NJI,19,7,27.5N,121.1E,284,1.8,0.5,6.9,284,1.8,0.5,6.9,253,3,0.5,6.9,232,2.5,0.5,6.2
NJI,19,8,27.5N,121.1E,283,1.9,0.5,7.2,283,1.9,0.5,7.2,284,1.8,0.5,6.9,253,3,0.5,6.9
NJI,19,9,27.5N,121.1E,262,1.9,0.5,6.8,262,1.9,0.5,6.8,283,1.9,0.5,7.2,284,1.8,0.5,6.9
NJI,19,10,27.5N,121.1E,219,1.2,0.5,6.9,219,1.2,0.5,6.9,262,1.9,0.5,6.8,283,1.9,0.5,7.2
NJI,19,11,27.5N,121.1E,223,1.6,0.5,7.3,223,1.6,0.5,7.3,219,1.2,0.5,6.9,262,1.9,0.5,6.8
